type,f3,name,set,number,rarity,source,qr_value_pokemon,qr_value_trainer,image
Pokemon,11580,Chewtle,B1,76,C,normal,11580,10011580,cPK_10_011580_00_KAMUKAME_C.webp
Pokemon,11590,Drednaw,B1,77,U,normal,11590,10011590,cPK_10_011590_00_KAJIRIGAME_U.webp
Pokemon,11600,Arrokuda,B1,78,C,normal,11600,10011600,cPK_10_011600_00_SASIKAMASU_C.webp
Pokemon,11610,Barraskewda,B1,79,U,normal,11610,10011610,cPK_10_011610_00_KAMASUJAW_U.webp
Pokemon,11620,Eiscue,B1,80,R,normal,11620,10011620,cPK_10_011620_00_KORIPPO_R.webp
Pokemon,11630,Jolteon ex,B1,81,RR,normal,11630,10011630,cPK_10_011630_00_THUNDERSex_RR.webp
Pokemon,11640,Mareep,B1,82,C,normal,11640,10011640,cPK_10_011640_00_MERRIEP_C.webp
Pokemon,11650,Flaaffy,B1,83,U,normal,11650,10011650,cPK_10_011650_00_MOKOKO_U.webp
Pokemon,11660,Ampharos,B1,84,R,normal,11660,10011660,cPK_10_011660_00_DENRYU_R.webp
Pokemon,11670,Mega Ampharos ex,B1,85,RR,normal,11670,10011670,cPK_10_011670_00_MEGADENRYUex_RR.webp
Pokemon,11680,Shinx,B1,86,C,normal,11680,10011680,cPK_10_011680_00_KOLINK_C.webp
Pokemon,11690,Luxio,B1,87,U,normal,11690,10011690,cPK_10_011690_00_LUXIO_U.webp
Pokemon,11700,Luxray,B1,88,R,normal,11700,10011700,cPK_10_011700_00_RENTORAR_R.webp
Pokemon,11710,Pachirisu,B1,89,C,normal,11710,10011710,cPK_10_011710_00_PACHIRISU_C.webp
Pokemon,11720,Blitzle,B1,90,C,normal,11720,10011720,cPK_10_011720_00_SHIMAMA_C.webp
Pokemon,11730,Zebstrika,B1,91,U,normal,11730,10011730,cPK_10_011730_00_ZEBRAIKA_U.webp
Pokemon,11740,Joltik,B1,92,C,normal,11740,10011740,cPK_10_011740_00_BACHURU_C.webp
Pokemon,11750,Galvantula,B1,93,U,normal,11750,10011750,cPK_10_011750_00_DENTULA_U.webp
Pokemon,11760,Dedenne,B1,94,C,normal,11760,10011760,cPK_10_011760_00_DEDENNE_C.webp
Pokemon,11770,Yamper,B1,95,C,normal,11770,10011770,cPK_10_011770_00_WANPACHI_C.webp
Pokemon,11780,Boltund,B1,96,U,normal,11780,10011780,cPK_10_011780_00_PULSEWAN_U.webp
Pokemon,11790,Natu,B1,97,C,normal,11790,10011790,cPK_10_011790_00_NATY_C.webp
Pokemon,11800,Xatu,B1,98,U,normal,11800,10011800,cPK_10_011800_00_NATIO_U.webp
Pokemon,11810,Misdreavus,B1,99,C,normal,11810,10011810,cPK_10_011810_00_MUMA_C.webp
Pokemon,11820,Mismagius,B1,100,U,normal,11820,10011820,cPK_10_011820_00_MUMARGI_U.webp
Pokemon,11830,Sableye,B1,101,C,normal,11830,10011830,cPK_10_011830_00_YAMIRAMI_C.webp
Pokemon,11840,Mega Altaria ex,B1,102,RR,normal,11840,10011840,cPK_10_011840_00_MEGATYLTALISex_RR.webp
Pokemon,11850,Duskull,B1,103,C,normal,11850,10011850,cPK_10_011850_00_YOMAWARU_C.webp
Pokemon,11860,Dusclops,B1,104,U,normal,11860,10011860,cPK_10_011860_00_SAMAYOURU_U.webp
Pokemon,11870,Dusknoir,B1,105,R,normal,11870,10011870,cPK_10_011870_00_YONOIR_R.webp
Pokemon,11880,Jirachi,B1,106,R,normal,11880,10011880,cPK_10_011880_00_JIRACHI_R.webp
Pokemon,11890,Drifloon,B1,107,C,normal,11890,10011890,cPK_10_011890_00_FUWANTE_C.webp
Pokemon,11900,Drifblim,B1,108,U,normal,11900,10011900,cPK_10_011900_00_FUWARIDE_U.webp
Pokemon,11910,Chingling,B1,109,R,normal,11910,10011910,cPK_10_011910_00_LISYAN_R.webp
Pokemon,11920,Yamask,B1,110,C,normal,11920,10011920,cPK_10_011920_00_DESUMASU_C.webp
Pokemon,11930,Cofagrigus,B1,111,R,normal,11930,10011930,cPK_10_011930_00_DESUKARN_R.webp
Pokemon,11940,Gothita,B1,112,C,normal,11940,10011940,cPK_10_011940_00_GOTHIMU_C.webp
Pokemon,11950,Gothorita,B1,113,U,normal,11950,10011950,cPK_10_011950_00_GOTHIMIRU_U.webp
Pokemon,11960,Gothitelle,B1,114,R,normal,11960,10011960,cPK_10_011960_00_GOTHIRUSELLE_R.webp
Pokemon,11970,Spritzee,B1,115,C,normal,11970,10011970,cPK_10_011970_00_SHUSHUPU_C.webp
Pokemon,11980,Aromatisse,B1,116,U,normal,11980,10011980,cPK_10_011980_00_FREFUWAN_U.webp
Pokemon,11990,Swirlix,B1,117,C,normal,11990,10011990,cPK_10_011990_00_PEROPPAFU_C.webp
Pokemon,12000,Slurpuff,B1,118,U,normal,12000,10012000,cPK_10_012000_00_PEROREAM_U.webp
Pokemon,12010,Carbink,B1,119,C,normal,12010,10012010,cPK_10_012010_00_MELECIE_C.webp
Pokemon,12020,Klefki,B1,120,R,normal,12020,10012020,cPK_10_012020_00_CLEFFY_R.webp
Pokemon,12030,Indeedee ex,B1,121,RR,normal,12030,10012030,cPK_10_012030_00_YESSANMESUNOSUGATA_RR.webp
Pokemon,12040,Sandshrew,B1,122,C,normal,12040,10012040,cPK_10_012040_00_SAND_C.webp
Pokemon,12050,Sandslash,B1,123,U,normal,12050,10012050,cPK_10_012050_00_SANDPAN_U.webp
Pokemon,12060,Hitmonchan ex,B1,124,RR,normal,12060,10012060,cPK_10_012060_00_EBIWALARex_RR.webp
Pokemon,12070,Sudowoodo,B1,125,C,normal,12070,10012070,cPK_10_012070_00_USOKKIE_C.webp
Pokemon,12080,Makuhita,B1,126,C,normal,12080,10012080,cPK_10_012080_00_MAKUNOSHITA_C.webp
Pokemon,12090,Hariyama,B1,127,U,normal,12090,10012090,cPK_10_012090_00_HARITEYAMA_U.webp
Pokemon,12100,Hippopotas,B1,128,C,normal,12100,10012100,cPK_10_012100_00_HIPPOPOTAS_C.webp
Pokemon,12110,Hippowdon,B1,129,U,normal,12110,10012110,cPK_10_012110_00_KABALDON_U.webp
Pokemon,12120,Sandile,B1,130,C,normal,12120,10012120,cPK_10_012120_00_MEGUROCO_C.webp
Pokemon,12130,Krokorok,B1,131,U,normal,12130,10012130,cPK_10_012130_00_WARUVILE_U.webp
Pokemon,12140,Krookodile,B1,132,R,normal,12140,10012140,cPK_10_012140_00_WARUVIAL_R.webp
Pokemon,12150,Archen,B1,133,U,normal,12150,10012150,cPK_10_012150_00_ARCHEN_U.webp
Pokemon,12160,Archeops,B1,134,R,normal,12160,10012160,cPK_10_012160_00_ARCHEOS_R.webp
Pokemon,12170,Golett,B1,135,C,normal,12170,10012170,cPK_10_012170_00_GOBIT_C.webp
Pokemon,12180,Golurk,B1,136,R,normal,12180,10012180,cPK_10_012180_00_GOLOOG_R.webp
Pokemon,12190,Terrakion,B1,137,R,normal,12190,10012190,cPK_10_012190_00_TERRAKION_R.webp
Pokemon,12200,Pancham,B1,138,C,normal,12200,10012200,cPK_10_012200_00_YANCHAM_C.webp
Pokemon,12210,Crabrawler,B1,139,C,normal,12210,10012210,cPK_10_012210_00_MAKENKANI_C.webp
Pokemon,12220,Crabominable,B1,140,U,normal,12220,10012220,cPK_10_012220_00_KEKENKANI_U.webp
Pokemon,12230,Stufful,B1,141,C,normal,12230,10012230,cPK_10_012230_00_NUIKOGUMA_C.webp
Pokemon,12240,Bewear,B1,142,U,normal,12240,10012240,cPK_10_012240_00_KITERUGUMA_U.webp
Pokemon,12250,Sandygast,B1,143,C,normal,12250,10012250,cPK_10_012250_00_SUNABA_C.webp
Pokemon,12260,Palossand,B1,144,U,normal,12260,10012260,cPK_10_012260_00_SIRODETHNA_U.webp
Pokemon,12270,Rolycoly,B1,145,C,normal,12270,10012270,cPK_10_012270_00_TANDON_C.webp
Pokemon,12280,Carkol,B1,146,U,normal,12280,10012280,cPK_10_012280_00_TOROGGON_U.webp
Pokemon,12290,Coalossal,B1,147,R,normal,12290,10012290,cPK_10_012290_00_SEKITANZAN_R.webp
Pokemon,12300,Murkrow,B1,148,C,normal,12300,10012300,cPK_10_012300_00_YAMIKARASU_C.webp
Pokemon,12310,Honchkrow,B1,149,R,normal,12310,10012310,cPK_10_012310_00_DONGKARASU_R.webp
Pokemon,12320,Absol,B1,150,U,normal,12320,10012320,cPK_10_012320_00_ABSOL_U.webp
Pokemon,12330,Mega Absol ex,B1,151,RR,normal,12330,10012330,cPK_10_012330_00_MEGAABSOLex_RR.webp
Pokemon,12340,Skorupi,B1,152,C,normal,12340,10012340,cPK_10_012340_00_SCORUPI_C.webp
Pokemon,12350,Drapion,B1,153,U,normal,12350,10012350,cPK_10_012350_00_DORAPION_U.webp
Pokemon,12360,Darkrai,B1,154,R,normal,12360,10012360,cPK_10_012360_00_DARKRAI_R.webp
Pokemon,12370,Deino,B1,155,C,normal,12370,10012370,cPK_10_012370_00_MONOZU_C.webp
Pokemon,12380,Zweilous,B1,156,U,normal,12380,10012380,cPK_10_012380_00_DIHEAD_U.webp
Pokemon,12390,Hydreigon,B1,157,R,normal,12390,10012390,cPK_10_012390_00_SAZANDORA_R.webp
Pokemon,12400,Pangoro,B1,158,R,normal,12400,10012400,cPK_10_012400_00_GORONDA_R.webp
Pokemon,12410,Skrelp,B1,159,C,normal,12410,10012410,cPK_10_012410_00_KUZUMO_C.webp
Pokemon,12420,Dragalge ex,B1,160,RR,normal,12420,10012420,cPK_10_012420_00_DRAMIDOROex_RR.webp
Pokemon,12430,Mareanie,B1,161,C,normal,12430,10012430,cPK_10_012430_00_HIDOIDE_C.webp
Pokemon,12440,Toxapex,B1,162,U,normal,12440,10012440,cPK_10_012440_00_DOHIDOIDE_U.webp
Pokemon,12450,Impidimp,B1,163,C,normal,12450,10012450,cPK_10_012450_00_BEROBA_C.webp
Pokemon,12460,Morgrem,B1,164,U,normal,12460,10012460,cPK_10_012460_00_GIMOH_U.webp
Pokemon,12470,Grimmsnarl,B1,165,R,normal,12470,10012470,cPK_10_012470_00_OHLONGE_R.webp
Pokemon,12480,Ferroseed,B1,166,C,normal,12480,10012480,cPK_10_012480_00_TESSEED_C.webp
Pokemon,12490,Ferrothorn,B1,167,U,normal,12490,10012490,cPK_10_012490_00_NUTREY_U.webp
Pokemon,12500,Durant,B1,168,C,normal,12500,10012500,cPK_10_012500_00_AIANT_C.webp
Pokemon,12510,Cobalion,B1,169,R,normal,12510,10012510,cPK_10_012510_00_COBALON_R.webp
Pokemon,12520,Honedge,B1,170,C,normal,12520,10012520,cPK_10_012520_00_HITOTSUKI_C.webp
Pokemon,12530,Doublade,B1,171,U,normal,12530,10012530,cPK_10_012530_00_NIDANGILL_U.webp
Pokemon,12540,Aegislash,B1,172,R,normal,12540,10012540,cPK_10_012540_00_GILLGARDBLADEFORME_R.webp
Pokemon,12550,Meltan,B1,173,C,normal,12550,10012550,cPK_10_012550_00_MELTAN_C.webp
Pokemon,12560,Melmetal ex,B1,174,RR,normal,12560,10012560,cPK_10_012560_00_MELMETALex_RR.webp
Pokemon,12570,Corviknight,B1,175,R,normal,12570,10012570,cPK_10_012570_00_ARMORGA_R.webp
Pokemon,12580,Druddigon,B1,176,C,normal,12580,10012580,cPK_10_012580_00_CRIMGAN_C.webp
Pokemon,12590,Goomy,B1,177,C,normal,12590,10012590,cPK_10_012590_00_NUMERA_C.webp
Pokemon,12600,Sliggoo,B1,178,U,normal,12600,10012600,cPK_10_012600_00_NUMEIL_U.webp
Pokemon,12610,Goodra,B1,179,R,normal,12610,10012610,cPK_10_012610_00_NUMELGON_R.webp
Pokemon,12620,Pidgey,B1,180,C,normal,12620,10012620,cPK_10_012620_00_POPPO_C.webp
Pokemon,12630,Pidgeotto,B1,181,C,normal,12630,10012630,cPK_10_012630_00_PIGEON_C.webp
Pokemon,12640,Pidgeot,B1,182,U,normal,12640,10012640,cPK_10_012640_00_PIGEOT_U.webp
Pokemon,12650,Tauros ex,B1,183,RR,normal,12650,10012650,cPK_10_012650_00_KENTAUROSex_RR.webp
Pokemon,12660,Eevee,B1,184,C,normal,12660,10012660,cPK_10_012660_00_EIEVUI_C.webp
Pokemon,12670,Aipom,B1,185,C,normal,12670,10012670,cPK_10_012670_00_EIPAM_C.webp
Pokemon,12680,Ambipom,B1,186,U,normal,12680,10012680,cPK_10_012680_00_ETEBOTH_U.webp
Pokemon,12690,Miltank,B1,187,C,normal,12690,10012690,cPK_10_012690_00_MILTANK_C.webp
Pokemon,12700,Zigzagoon,B1,188,C,normal,12700,10012700,cPK_10_012700_00_JIGUZAGUMA_C.webp
Pokemon,12710,Linoone,B1,189,U,normal,12710,10012710,cPK_10_012710_00_MASSUGUMA_U.webp
Pokemon,12720,Whismur,B1,190,C,normal,12720,10012720,cPK_10_012720_00_GONYONYO_C.webp
Pokemon,12730,Loudred,B1,191,C,normal,12730,10012730,cPK_10_012730_00_DOGOHMB_C.webp
Pokemon,12740,Exploud,B1,192,R,normal,12740,10012740,cPK_10_012740_00_BAKUONG_R.webp
Pokemon,12750,Skitty,B1,193,C,normal,12750,10012750,cPK_10_012750_00_ENECO_C.webp
Pokemon,12760,Delcatty,B1,194,R,normal,12760,10012760,cPK_10_012760_00_ENEKORORO_R.webp
Pokemon,12770,Spinda,B1,195,C,normal,12770,10012770,cPK_10_012770_00_PATCHEEL_C.webp
Pokemon,12780,Swablu,B1,196,C,normal,12780,10012780,cPK_10_012780_00_TYLTTO_C.webp
Pokemon,12790,Altaria,B1,197,R,normal,12790,10012790,cPK_10_012790_00_TYLTALIS_R.webp
Pokemon,12800,Chatot,B1,198,C,normal,12800,10012800,cPK_10_012800_00_PERAP_C.webp
Pokemon,12810,Patrat,B1,199,C,normal,12810,10012810,cPK_10_012810_00_MINEZUMI_C.webp
Pokemon,12820,Watchog,B1,200,U,normal,12820,10012820,cPK_10_012820_00_MIRUHOG_U.webp
Pokemon,12830,Lillipup,B1,201,C,normal,12830,10012830,cPK_10_012830_00_YORTERRIE_C.webp
Pokemon,12840,Herdier,B1,202,U,normal,12840,10012840,cPK_10_012840_00_HERDERRIE_U.webp
Pokemon,12850,Stoutland,B1,203,R,normal,12850,10012850,cPK_10_012850_00_MOOLAND_R.webp
Pokemon,12860,Rufflet,B1,204,C,normal,12860,10012860,cPK_10_012860_00_WASHIBON_C.webp
Pokemon,12870,Braviary,B1,205,U,normal,12870,10012870,cPK_10_012870_00_WARRGLE_U.webp
Pokemon,12880,Furfrou,B1,206,U,normal,12880,10012880,cPK_10_012880_00_TRIMMIENYASEINOSUGATA_U.webp
Pokemon,12890,Rookidee,B1,209,C,normal,12890,10012890,cPK_10_012890_00_KOKOGARA_C.webp
Pokemon,12900,Corvisquire,B1,210,U,normal,12900,10012900,cPK_10_012900_00_AOGARASU_U.webp
Pokemon,12910,Wooloo,B1,211,C,normal,12910,10012910,cPK_10_012910_00_WOOLUU_C.webp
Pokemon,12920,Dubwool,B1,212,U,normal,12920,10012920,cPK_10_012920_00_BAIWOOLUU_U.webp
Pokemon,12930,Petilil,PROMO-B,2,C,promo-only,12930,10012930,cPK_90_012930_00_CHURINE_C.webp
Pokemon,12940,Froakie,PROMO-B,3,C,promo-only,12940,10012940,cPK_90_012940_00_KEROMATSU_C.webp
Pokemon,12950,Mega Pidgeot ex,PROMO-B,6,RR,promo-only,12950,10012950,cPK_90_012950_00_MEGAPIGEOTex_RR.webp
Pokemon,12960,Magikarp,PROMO-B,14,C,promo-only,12960,10012960,cPK_90_012960_00_KOIKING_C.webp
Pokemon,12970,Swablu,PROMO-B,17,C,promo-only,12970,10012970,cPK_90_012970_00_TYLTTO_C.webp
Pokemon,12980,Charmeleon,B1a,12,U,normal,12980,10012980,cPK_10_012980_00_LIZARDO_U.webp
Pokemon,12990,Onix,PROMO-B,21,C,promo-only,12990,10012990,cPK_90_012990_00_IWARK_C.webp
Pokemon,13000,Hawlucha,PROMO-B,22,C,promo-only,13000,10013000,cPK_90_013000_00_LUCHABULL_C.webp
Pokemon,13010,Genesect,B1a,54,R,normal,13010,10013010,cPK_10_013010_00_GENESECT_R.webp
Pokemon,13020,Mega Latios ex,PROMO-B,24,RR,promo-only,13020,10013020,cPK_90_013020_00_MEGALATIOSex_RR.webp
Pokemon,13030,Heliolisk,B1a,29,U,normal,13030,10013030,cPK_10_013030_00_ELEZARD_U.webp
Pokemon,13040,Buneary,B1a,62,C,normal,13040,10013040,cPK_10_013040_00_MIMIROL_C.webp
Pokemon,13060,Ditto,B1a,55,U,normal,13060,10013060,cPK_10_013060_00_METAMON_U.webp
Pokemon,13070,Bulbasaur,B1a,1,C,normal,13070,10013070,cPK_10_013070_00_FUSHIGIDANE_C.webp
Pokemon,13080,Ivysaur,B1a,2,U,normal,13080,10013080,cPK_10_013080_00_FUSHIGISOU_U.webp
Pokemon,13090,Venusaur,B1a,3,R,normal,13090,10013090,cPK_10_013090_00_FUSHIGIBANA_R.webp
Pokemon,13100,Mega Venusaur ex,B1a,4,RR,normal,13100,10013100,cPK_10_013100_00_MEGAFUSHIGIBANAex_RR.webp
Pokemon,13110,Spinarak,B1a,5,C,normal,13110,10013110,cPK_10_013110_00_ITOMARU_C.webp
Pokemon,13120,Ariados,B1a,6,U,normal,13120,10013120,cPK_10_013120_00_ARIADOS_U.webp
Pokemon,13130,Sunkern,B1a,7,C,normal,13130,10013130,cPK_10_013130_00_HIMANUTS_C.webp
Pokemon,13140,Sunflora,B1a,8,U,normal,13140,10013140,cPK_10_013140_00_KIMAWARI_U.webp
Pokemon,13150,Burmy,B1a,9,C,normal,13150,10013150,cPK_10_013150_00_MINOMUCCHI_C.webp
Pokemon,13160,Mothim,B1a,10,C,normal,13160,10013160,cPK_10_013160_00_GAMALE_C.webp
Pokemon,13170,Charmander,B1a,11,C,normal,13170,10013170,cPK_10_013170_00_HITOKAGE_C.webp
Pokemon,13180,Charizard,B1a,13,R,normal,13180,10013180,cPK_10_013180_00_LIZARDON_R.webp
Pokemon,13190,Mega Charizard Y ex,B1a,14,RR,normal,13190,10013190,cPK_10_013190_00_MEGALIZARDONYex_RR.webp
Pokemon,13200,Houndour,B1a,15,C,normal,13200,10013200,cPK_10_013200_00_DELVIL_C.webp
Pokemon,13210,Houndoom,B1a,16,C,normal,13210,10013210,cPK_10_013210_00_HELLGAR_C.webp
Pokemon,13220,Squirtle,B1a,17,C,normal,13220,10013220,cPK_10_013220_00_ZENIGAME_C.webp
Pokemon,13230,Wartortle,B1a,18,U,normal,13230,10013230,cPK_10_013230_00_KAMEIL_U.webp
Pokemon,13240,Blastoise,B1a,19,R,normal,13240,10013240,cPK_10_013240_00_KAMEX_R.webp
Pokemon,13250,Mega Blastoise ex,B1a,20,RR,normal,13250,10013250,cPK_10_013250_00_MEGAKAMEXex_RR.webp
Pokemon,13260,Basculin,B1a,21,C,normal,13260,10013260,cPK_10_013260_00_BASSRAOAKASUJINOSUGATA_C.webp
Pokemon,13270,Clauncher,B1a,22,C,normal,13270,10013270,cPK_10_013270_00_UDEPPOU_C.webp
Pokemon,13280,Clawitzer,B1a,23,U,normal,13280,10013280,cPK_10_013280_00_BLOSTER_U.webp
Pokemon,13290,Magnemite,B1a,24,C,normal,13290,10013290,cPK_10_013290_00_COIL_C.webp
Pokemon,13300,Magneton,B1a,25,U,normal,13300,10013300,cPK_10_013300_00_RARECOIL_U.webp
Pokemon,13310,Magnezone,B1a,26,R,normal,13310,10013310,cPK_10_013310_00_JIBACOIL_R.webp
Pokemon,13320,Emolga,B1a,27,C,normal,13320,10013320,cPK_10_013320_00_EMOLGA_C.webp
Pokemon,13330,Helioptile,B1a,28,C,normal,13330,10013330,cPK_10_013330_00_ERIKITERU_C.webp
Pokemon,13340,Misdreavus,B1a,30,C,normal,13340,10013340,cPK_10_013340_00_MUMA_C.webp
Pokemon,13350,Mismagius,B1a,31,U,normal,13350,10013350,cPK_10_013350_00_MUMARGI_U.webp
Pokemon,13360,Solosis,B1a,32,C,normal,13360,10013360,cPK_10_013360_00_UNIRAN_C.webp
Pokemon,13370,Duosion,B1a,33,C,normal,13370,10013370,cPK_10_013370_00_DOUBLAN_C.webp
Pokemon,13380,Reuniclus,B1a,34,R,normal,13380,10013380,cPK_10_013380_00_LANCULUS_R.webp
Pokemon,13390,Spritzee,B1a,35,C,normal,13390,10013390,cPK_10_013390_00_SHUSHUPU_C.webp
Pokemon,13400,Aromatisse,B1a,36,C,normal,13400,10013400,cPK_10_013400_00_FREFUWAN_C.webp
Pokemon,13410,Xerneas,B1a,37,R,normal,13410,10013410,cPK_10_013410_00_XERNEAS_R.webp
Pokemon,13420,Onix,B1a,38,C,normal,13420,10013420,cPK_10_013420_00_IWARK_C.webp
Pokemon,13430,Makuhita,B1a,39,C,normal,13430,10013430,cPK_10_013430_00_MAKUNOSHITA_C.webp
Pokemon,13440,Hariyama,B1a,40,U,normal,13440,10013440,cPK_10_013440_00_HARITEYAMA_U.webp
Pokemon,13450,Nosepass,B1a,41,C,normal,13450,10013450,cPK_10_013450_00_NOSEPASS_C.webp
Pokemon,13460,Mega Lopunny ex,B1a,42,RR,normal,13460,10013460,cPK_10_013460_00_MEGAMIMILOPex_RR.webp
Pokemon,13470,Mienfoo,B1a,43,C,normal,13470,10013470,cPK_10_013470_00_KOJOFU_C.webp
Pokemon,13480,Mienshao,B1a,44,C,normal,13480,10013480,cPK_10_013480_00_KOJONDO_C.webp
Pokemon,13490,Grimer,B1a,45,C,normal,13490,10013490,cPK_10_013490_00_BETBETER_C.webp
Pokemon,13500,Muk,B1a,46,C,normal,13500,10013500,cPK_10_013500_00_BETBETON_C.webp
Pokemon,13510,Purrloin,B1a,47,C,normal,13510,10013510,cPK_10_013510_00_CHORONEKO_C.webp
Pokemon,13520,Liepard,B1a,48,U,normal,13520,10013520,cPK_10_013520_00_LEPARDAS_U.webp
Pokemon,13530,Trubbish,B1a,49,C,normal,13530,10013530,cPK_10_013530_00_YABUKURON_C.webp
Pokemon,13540,Garbodor,B1a,50,U,normal,13540,10013540,cPK_10_013540_00_DUSTDAS_U.webp
Pokemon,13550,Steelix,B1a,51,U,normal,13550,10013550,cPK_10_013550_00_HAGANEIL_U.webp
Pokemon,13560,Mega Steelix ex,B1a,52,RR,normal,13560,10013560,cPK_10_013560_00_MEGAHAGANEILex_RR.webp
Pokemon,13570,Probopass,B1a,53,U,normal,13570,10013570,cPK_10_013570_00_DAINOSE_U.webp
Pokemon,13580,Porygon,B1a,56,C,normal,13580,10013580,cPK_10_013580_00_PORYGON_C.webp
Pokemon,13590,Porygon2,B1a,57,U,normal,13590,10013590,cPK_10_013590_00_PORYGON2_U.webp
Pokemon,13600,Porygon-Z,B1a,58,R,normal,13600,10013600,cPK_10_013600_00_PORYGON-Z_R.webp
Pokemon,13610,Starly,B1a,59,C,normal,13610,10013610,cPK_10_013610_00_MUKKURU_C.webp
Pokemon,13620,Staravia,B1a,60,C,normal,13620,10013620,cPK_10_013620_00_MUKUBIRD_C.webp
Pokemon,13630,Staraptor,B1a,61,U,normal,13630,10013630,cPK_10_013630_00_MUKUHAWK_U.webp
Pokemon,13640,Lopunny,B1a,63,U,normal,13640,10013640,cPK_10_013640_00_MIMILOP_U.webp
Pokemon,13650,Bouffalant,B1a,64,U,normal,13650,10013650,cPK_10_013650_00_BUFFRON_U.webp
Pokemon,13660,Furfrou,B1a,65,U,normal,13660,10013660,cPK_10_013660_00_TRIMMIENKABUKICUT_U.webp
Pokemon,13670,Ledyba,B2,1,C,normal,13670,10013670,cPK_10_013670_00_REDIBA_C.webp
Pokemon,13680,Ledian,B2,2,C,normal,13680,10013680,cPK_10_013680_00_REDIAN_C.webp
Pokemon,13690,Shuckle,B2,3,C,normal,13690,10013690,cPK_10_013690_00_TSUBOTSUBO_C.webp
Pokemon,13700,Roselia,B2,4,C,normal,13700,10013700,cPK_10_013700_00_ROSELIA_C.webp
Pokemon,13710,Roserade,B2,5,R,normal,13710,10013710,cPK_10_013710_00_ROSERADE_R.webp
Pokemon,13720,Cacnea,B2,6,C,normal,13720,10013720,cPK_10_013720_00_SABONEA_C.webp
Pokemon,13730,Cacturne,B2,7,U,normal,13730,10013730,cPK_10_013730_00_NOCTUS_U.webp
Pokemon,13740,Chespin,B2,8,C,normal,13740,10013740,cPK_10_013740_00_HARIMARON_C.webp
Pokemon,13750,Quilladin,B2,9,U,normal,13750,10013750,cPK_10_013750_00_HARIBORG_U.webp
Pokemon,13760,Chesnaught,B2,10,R,normal,13760,10013760,cPK_10_013760_00_BRIGARRON_R.webp
Pokemon,13770,Scatterbug,B2,11,C,normal,13770,10013770,cPK_10_013770_00_KOFUKIMUSHI_C.webp
Pokemon,13780,Spewpa,B2,12,C,normal,13780,10013780,cPK_10_013780_00_KOFUURAI_C.webp
Pokemon,13790,Vivillon,B2,13,U,normal,13790,10013790,cPK_10_013790_00_VIVIYON_U.webp
Pokemon,13800,Buzzwole,B2,14,R,normal,13800,10013800,cPK_10_013800_00_MASSIVOON_R.webp
Pokemon,13810,Gossifleur,B2,15,C,normal,13810,10013810,cPK_10_013810_00_HIMENKA_C.webp
Pokemon,13820,Eldegoss,B2,16,U,normal,13820,10013820,cPK_10_013820_00_WATASHIRAGA_U.webp
Pokemon,13830,Teal Mask Ogerpon ex,B2,17,RR,normal,13830,10013830,cPK_10_013830_00_OGERPONMIDORINOMENex_RR.webp
Pokemon,13840,Alolan Marowak,B2,18,U,normal,13840,10013840,cPK_10_013840_00_ALOLAGARAGARA_U.webp
Pokemon,13850,Reshiram,B2,19,R,normal,13850,10013850,cPK_10_013850_00_RESHIRAM_R.webp
Pokemon,13860,Litleo,B2,20,C,normal,13860,10013860,cPK_10_013860_00_SHISHIKO_C.webp
Pokemon,13870,Pyroar,B2,21,U,normal,13870,10013870,cPK_10_013870_00_KAENJISHI_U.webp
Pokemon,13880,Oricorio,B2,22,U,normal,13880,10013880,cPK_10_013880_00_ODORIDORI_U.webp
Pokemon,13890,Blacephalon ex,B2,23,RR,normal,13890,10013890,cPK_10_013890_00_ZUGADOONex_RR.webp
Pokemon,13900,Scorbunny,B2,24,C,normal,13900,10013900,cPK_10_013900_00_HIBANNY_C.webp
Pokemon,13910,Raboot,B2,25,U,normal,13910,10013910,cPK_10_013910_00_RABBIFUTO_U.webp
Pokemon,13920,Cinderace,B2,26,R,normal,13920,10013920,cPK_10_013920_00_ACEBURN_R.webp
Pokemon,13930,Hearthflame Mask Ogerpon,B2,27,R,normal,13930,10013930,cPK_10_013930_00_OGERPONKAMADONOMEN_R.webp
Pokemon,13940,Alolan Vulpix,B2,28,C,normal,13940,10013940,cPK_10_013940_00_ALOLAROKON_C.webp
Pokemon,13950,Alolan Ninetales ex,B2,29,RR,normal,13950,10013950,cPK_10_013950_00_ALOLAKYUKONex_RR.webp
Pokemon,13960,Galarian Mr. Mime,B2,30,C,normal,13960,10013960,cPK_10_013960_00_GALARBARRIERD_C.webp
Pokemon,13970,Galarian Mr. Rime,B2,31,U,normal,13970,10013970,cPK_10_013970_00_GALARBARRIKOHRU_U.webp
Pokemon,13980,Delibird,B2,32,U,normal,13980,10013980,cPK_10_013980_00_DELIBIRD_U.webp
Pokemon,13990,Mudkip,B2,33,C,normal,13990,10013990,cPK_10_013990_00_MIZUGOROU_C.webp
Pokemon,14000,Marshtomp,B2,34,U,normal,14000,10014000,cPK_10_014000_00_NUMACRAW_U.webp
Pokemon,14010,Swampert,B2,35,R,normal,14010,10014010,cPK_10_014010_00_LAGLARGE_R.webp
Pokemon,14020,Mega Swampert ex,B2,36,RR,normal,14020,10014020,cPK_10_014020_00_MEGALAGLARGEex_RR.webp
Pokemon,14030,Vanillite,B2,37,C,normal,14030,10014030,cPK_10_014030_00_VANIPETI_C.webp
